"ID","UniqueId","Nickname","Verified","Title","Description","IsCommerce","HashtagName","HeartCount","VideoCount","DiggCount","ShareCount","CommentCount","PlayCount","CollectCount","VideoLink"
"7098588157762964782","adriantoking","Adrian","false","Jupiter & Mars","Fangirling for a sec #justiceforjohnnydepp #benjaminchew #camillevasquez #deppheard #lawyersofinstagram #brownrudnick #johnnydeppisinnocent","false","justiceforjohnnydepp","3900000","81","2500000","18000","6160","21400000","59800","https://www.tiktok.com/@adriantoking/video/7098588157762964782"
"7099422389473185026","shadezahrai","Shadé Z. | MBA | PhD Candidate","true","original sound","What’s your take on the white suit? And the Depp v. Heard trial more broadly?  Love to hear your thoughts #depp #johnnydepp #deppheard #deppvheard #psychology #defamationtrial #amberheardjohnnydepp","false","depp","14400000","601","918300","6265","4093","7100000","38300","https://www.tiktok.com/@shadezahrai/video/7099422389473185026"
"7091502625769704705","jd_justice","JD_justice","false","original sound","JOHNNY LAUGHING THE WHOLE TIME #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #johnnydepp #funny #deppheard #overit #court #fyp #defamationtrial #johnnydepptrial #defamationtrial #captainjacksparrow","false","justiceforjohnnydepp","17500000","127","836700","7359","2465","5600000","29600","https://www.tiktok.com/@jd_justice/video/7091502625769704705"
"7102085337358290178","jd_justice","JD_justice","false","original sound","Camile woke up and chose murder, not violence, murder #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justiceforjohnnydepp #johnnydepptrial #deppheard #justicefordepp #amberheardjohnnydepp #amberheardjohnnydepp #katemoss #katemoss90s","false","justiceforjohnny","17500000","127","749100","4468","2338","6700000","14900","https://www.tiktok.com/@jd_justice/video/7102085337358290178"
"7099427947798449409","jd_justice","JD_justice","false","original sound","6 year old me is crying #captainjacksparrow #justiceforjohnny #amberturd #johnnydepp #deppheard #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #johnnydeppisinnocent #amberheardjohnnydepp #piratesofthecaribbean #jacksparrow","false","captainjacksparrow","17500000","127","740500","6945","3182","6100000","20800","https://www.tiktok.com/@jd_justice/video/7099427947798449409"
"7090908673895156993","jd_justice","JD_justice","false","original sound","Highlight of the day 😂#justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #johnnydepptrial #mrrottenborn #johnnydeppisinnocent #amberheardjohnnydepp #defamationtrial #johnnydepp #captainjacksparrow #clown #lawyertiktok #deppheard #court #funny #fyp","false","justiceforjohnnydepp","17500000","127","360300","9649","2287","3000000","17500","https://www.tiktok.com/@jd_justice/video/7090908673895156993"
"7093928284110572802","jd_justice","JD_justice","false","original sound","This is from yesterday I forgot to post it #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #johnnydepptrial #defamationtrial #johnnydepp","false","justiceforjohnnydepp","17500000","127","359300","574","976","6600000","5796","https://www.tiktok.com/@jd_justice/video/7093928284110572802"
"7265000024453532960","captainjohnnyvdepp","𝐿𝑒𝑜𝑛𝑖𝑒🦢","false","original sound","I cant say anything🫣 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #dior #diorsauvage #diorjohnnydepp #johnnydeppdior ","false","johnnydepp","1500000","242","330600","22500","2364","1700000","65700","https://www.tiktok.com/@captainjohnnyvdepp/video/7265000024453532960"
"7101698399698767106","jd_justice","JD_justice","false","original sound","When the defence has no defence #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp   #johnnydepptrial #amberheard #justicefordepp #drcurry #deppvheard   #elainebredehoft #deppheard","false","justiceforjohnny","17500000","127","312900","979","1177","4000000","5806","https://www.tiktok.com/@jd_justice/video/7101698399698767106"
"7093944109307661570","jd_justice","JD_justice","false","original sound","GET THE POPCORN!! #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #defamationtrial #johnnydepp","false","justiceforjohnnydepp","17500000","127","234600","501","1271","2400000","3359","https://www.tiktok.com/@jd_justice/video/7093944109307661570"
"7098917701610966274","jd_justice","JD_justice","false","original sound","It was very painful #justiceforjohnny #amberturd #johnnydepp #deppheard #deppvheard #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydeppisinnocent #amberheard #mentoo #amberheardjohnnydepp #johnnydepptrial #benchew #herewegoagain","false","justiceforjohnny","17500000","127","199200","451","283","1700000","6165","https://www.tiktok.com/@jd_justice/video/7098917701610966274"
"7093916351823219969","jd_justice","JD_justice","false","original sound","Someone help me I can’t stand her anymore #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #captainjacksparrow #johnnydepp #johnnydepptrial #defamationtrial #overit","false","justiceforjohnnydepp","17500000","127","189200","633","737","3600000","2335","https://www.tiktok.com/@jd_justice/video/7093916351823219969"
"7101464898588314926","_just_jena","Jena","false","original sound","Think Whitney regretted being in court today? #deppheard #johnnydepp #johnnydepptrial #amberheard #justiceforjohnnydepp #johnnydeppvsamberheard #deppvsheardtrial #deppvsheard","false","deppheard","493000","139","142100","1685","1439","2400000","1691","https://www.tiktok.com/@_just_jena/video/7101464898588314926"
"7102072965398842625","jd_justice","JD_justice","false","original sound","IM GONNA PUNCH THE TV #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #mentoo #justiceforjohnnydepp #deppheard #amberheardjohnnydepp #amberheard","false","justiceforjohnny","17500000","127","127800","1961","1965","2000000","2328","https://www.tiktok.com/@jd_justice/video/7102072965398842625"
"7123940969686273281","standup4victims","DARVO ❌","false","Paris","Other celebs would’ve been CANCELLED immediately but innocent little Johnny gets a pass on everything right? #johnnydepp #darvodepp #amberheard #deppheard #katemoss #vanessaparadis #racist #lgbtq #fyp #foryou","false","johnnydepp","1400000","96","105100","6315","3288","1300000","19500","https://www.tiktok.com/@standup4victims/video/7123940969686273281"
"7149849619906743553","standup4victims","DARVO ❌","false","original sound","“We have shared 5 wonderful years together and remain close to this day” - Tasya Van Ree #amberheard #justiceforamberheard #istandwithamberheard #fyp #foryou #lgbtq #wlw #deppheard #tasyavanree #🏳️‍🌈 ","false","amberheard","1400000","96","104600","481","648","1000000","7859","https://www.tiktok.com/@standup4victims/video/7149849619906743553"
"7090624386906017029","mariabeatrice_","MariaBeatrice Alonzi","true","original sound","#duetto con @teamjohnnydepp8 Lettura microespressioni Amber Heard #johnnydepp #amberheard #deppheard","false","duetto","13600000","1785","91700","595","307","1400000","2646","https://www.tiktok.com/@mariabeatrice_/video/7090624386906017029"
"7099128083608898822","18hens","Henna","false","ZOOM","It’s fine 🔥 🔥 👁 👄 👁 🔥 🔥 #vlog #minivlog #lawyer #lawyersoftiktok #mentalhealth #mentalhealthmatters #mentalhealthawareness #letstalkmentalhealth #toronto #deppheard","false","vlog","14800000","642","90900","249","418","616300","1678","https://www.tiktok.com/@18hens/video/7099128083608898822"
"7101906667373071617","jd_justice","JD_justice","false","original sound","So so dumb #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #amberheardjohnnydepp #amberheard #mentoo #johnnydeppisinnocent #deppvheard  #deppheard #justice","false","justiceforjohnny","17500000","127","87400","1982","850","2300000","1756","https://www.tiktok.com/@jd_justice/video/7101906667373071617"
"7104377914979847429","juliakautz","Julia Kautz","true","Noch nicht alles","Johnny hat gewonnen! Was sagst du zum Ergebnis? 💥🫣💥 #johnnydepp #amberheard #justiceforjohnny #deppheard #deppheardtrial","false","johnnydepp","4700000","1758","83000","391","831","877300","3205","https://www.tiktok.com/@juliakautz/video/7104377914979847429"
"7086075215339457798","rickman.tok","rickman.tok","false","son original","Justice for Johnny Depp !! #deppheard #justiceforjohnnydepp #johnnydepp #johnnyandamber #capcut #magnificent #johnnydeppisinnocent #johnnydepptiktok #montagevideo","false","deppheard","562000","55","73200","378","473","549500","2710","https://www.tiktok.com/@rickman.tok/video/7086075215339457798"
"7092003836491058433","jd_justice","JD_justice","false","original sound","I noticed this and I’m like 95.5% sure that’s what he said HAHHAAHAHAH #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #court #captainjacksparrow #hahaha #fyp #johnnydepptrial #johnnydepp #mrrottenborn #defamationtrial #funny","false","justiceforjohnnydepp","17500000","127","70300","2101","460","1400000","1058","https://www.tiktok.com/@jd_justice/video/7092003836491058433"
"7102283113694268674","jd_justice","JD_justice","false","original sound","She knows we have eyes right #justiceforjohnny #johnnydepp #amberturd #defamationtrial #deppheard #amberheardjohnnydepp #deppvheard #amberheardjohnnydepp #deppvheard #johnnydeppisinnocent #justiceforjohnnydepp #amberheard #johnnydepptrial","false","justiceforjohnny","17500000","127","67700","182","427","1100000","1362","https://www.tiktok.com/@jd_justice/video/7102283113694268674"
"7108828054608301318","sammyg8631","Sammy G 🌟","false","original sound","😂😂😂 #mentoo #ElectrifyTheMini #duet #johnnydepp #deppheard #johnnydeppisinnocent #johnnydepp #amberheard #johnnygotjustice #justiceforjohnnydepp #captainjacksparrow #survivor #xyzbca #fypシ #fyp #foryou #viral #camillevasquez","false","mentoo","3200000","1016","62600","1703","263","1000000","2356","https://www.tiktok.com/@sammyg8631/video/7108828054608301318"
"7157420908276223275","deppfantastic","TammyDepp","false","original sound","I just had to share this. It brought tears to my eyes. I know this made Christine’s day! Johnny is the most loving, caring man.❤️ @johnnydepp #johnnydepp #johnnydeppforever #kind #loving #humble #deppheard #neverfeartruth ❤️❤️🥰🥰 (credit to Christinekelly838 & jerridepp on IG)","false","johnnydepp","997500","1392","61900","419","690","1000000","2490","https://www.tiktok.com/@deppfantastic/video/7157420908276223275"
"7095784855539076394","bwilderus","Barbara Wilder","false","original sound","Not sure if that was a passive aggressive sexy text or a “I know you cheated on me” text?! #johnnydepp #deppheard #johnny #trial #quote #funnyJOHNNY’S QUOTES SHIRTS ONLINE STORE —-> LINK IN MY BIO!!!!!!https://www.bonfire.com/store/johnny-depp-quotes/","false","johnnydepp","72700","364","59100","5302","945","869600","515","https://www.tiktok.com/@bwilderus/video/7095784855539076394"
"7102018147057765634","jd_justice","JD_justice","false","original sound","Is it normal or not? #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #deppvheard #amberheardjohnnydepp #johnnydeppisinnocent #mentoo #amberheard #deppheard","false","justiceforjohnny","17500000","127","53300","556","468","928000","1576","https://www.tiktok.com/@jd_justice/video/7102018147057765634"
"7102079668173409537","jd_justice","JD_justice","false","original sound","SEND HELP #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justiceforjohnnydepp #johnnydepptrial #deppheard #amberheard #deppvheard #defamationtrial","false","justiceforjohnny","17500000","127","52400","829","474","606600","1401","https://www.tiktok.com/@jd_justice/video/7102079668173409537"
"7102049596154612993","jd_justice","JD_justice","false","original sound","Another one bites the dust #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #deppvheard #amberheardjohnnydepp #johnnydeppisinnocent #amberheard #mentoo #deppheard","false","justiceforjohnny","17500000","127","51900","525","334","1300000","900","https://www.tiktok.com/@jd_justice/video/7102049596154612993"
"7101720510588833025","jd_justice","JD_justice","false","original sound","Great stuff this is I’ve never been more excited #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #amberheard #amberheardjohnnydepp #mentoo #judgepenny #deppheard #tmz","false","justiceforjohnny","17500000","127","48500","504","345","972700","685","https://www.tiktok.com/@jd_justice/video/7101720510588833025"
"7108285519112539397","aftonbladet","Aftonbladet","true","originalljud","Vad händer om Amber Heard inte kan betala 101 miljoner i skadestånd?😬 #aftonbladet #deppheard","false","aftonbladet","45700000","1704","46100","207","386","667600","1895","https://www.tiktok.com/@aftonbladet/video/7108285519112539397"
"7094865516766055681","jd_justice","JD_justice","false","original sound","I will be debunking the lies until trial starts again #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #johnnydepp #johnnydepptrial #deppheard","false","justiceforjohnnydepp","17500000","127","36700","265","364","1100000","821","https://www.tiktok.com/@jd_justice/video/7094865516766055681"
"7099929960315391238","fitnesswithpaula","Fitness.with.Paula","false","original sound","a video made that it show how arnica cream works on bruises.  #johnnydeppisinnocent #johnnydepp #johnnydepptrial #johnnydeppvsamberheard #johnnydepplove #johnnydeppcourt #deppheard #amberturd🤮 #amberheardisguilty","false","johnnydeppisinnocent","422900","978","27300","110","233","450600","274","https://www.tiktok.com/@fitnesswithpaula/video/7099929960315391238"
"7098345969351150854","deangagare","Dean_GagaRE","false","Monkeys Spinning Monkeys","“I was afraid scary scary scared” - Amber Heard  #johnnydepp #johnnydeppisinnocent #justiceforjohnnydepp #mentoo #amberheard #amberheardjohnnydepp #scary #deppheard #deppvsheard #fyp #fypシ #trend #trending #sound","false","johnnydepp","40900","69","24700","1341","592","612100","877","https://www.tiktok.com/@deangagare/video/7098345969351150854"
"7101688065646710022","skynews","Sky News","true","original sound","#KateMoss made a brief appearance in the #deppvheard #trial to speak about a holiday she went on with #JohnnyDepp in the 1990s #amberheard #deppheard","false","katemoss","167800000","6251","24000","295","176","494400","622","https://www.tiktok.com/@skynews/video/7101688065646710022"
"7093398054480497922","the.macpack.podcast","The MacPack","false","original sound","Justice for Johnny #fyp #johnnydepp #amberheard #deppheard #deppheardtrial #MacPack","false","fyp","2900000","656","23400","7","12","269800","384","https://www.tiktok.com/@the.macpack.podcast/video/7093398054480497922"
"7091518932917472558","deedeelite","DeeDeeLite","false","original sound","“Here you go, ma’am.” 🥴 #eldermillenial #80sbaby #1982 #deppheard #deppheardtrial","false","eldermillenial","23500","6","23100","840","298","1100000","250","https://www.tiktok.com/@deedeelite/video/7091518932917472558"
"7102191758146030874","thedirens.journalling","✨","false","original sound - ✨","DR GILBERT PUTTING ROTTENBORN IN HIS PLACE 👏🏻👏🏻 #justiceforjohnnydepp #deppvheard #johnnydepp #johnnydepptrial #amberturd #justiceforjohnny #deppheard #benchew #supportjohnnydepp #johnnydeppedit #fairfaxcounty #court #fyp #foryou #fypシ #rottenborn","false","justiceforjohnnydepp","22200000","140","22300","41","89","506100","335","https://www.tiktok.com/@thedirens.journalling/video/7102191758146030874"
"7102410830347586818","jd_justice","JD_justice","false","original sound","Go Camille!! #justiceforjohnny #johnnydepp #amberturd #defamationtrial #deppheard #deppheard #justiceforjohnnydepp #deppvheard #johnnydepptrial #amberheard #benchew #camillevasquez #deppheard","false","justiceforjohnny","17500000","127","43700","336","197","641600","922","https://www.tiktok.com/@jd_justice/video/7102410830347586818"
"7088765421763054891","washingtonianmag","Washingtonian","true","UNDERWATER WONDERSCAPES (MASTER)","People waited hours outside the courthouse. #johnnydepp #amberheard #fairfax #dmv #washingtondc #deppheard","false","johnnydepp","867500","294","21200","985","260","262800","383","https://www.tiktok.com/@washingtonianmag/video/7088765421763054891"
"7098809368711499054","adriantoking","Adrian","false","Jupiter & Mars","Reply to @i.dont.have.thinkk  When The Sass speaks, the objection is sustained. #camillevasquez #justiceforjohnnydepp #brownrudnick #johnnydeppisinnocent #deppheard #lawyersofinstagram","false","camillevasquez","3900000","81","439200","5716","1714","2600000","9777","https://www.tiktok.com/@adriantoking/video/7098809368711499054"
"7093573852860632321","jd_justice","JD_justice","false","original sound","See you on the stand amber #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #captainjacksparrow #johnnydepp #johnnydepptrial #defamationtrial","false","justiceforjohnnydepp","17500000","127","20000","563","211","191300","563","https://www.tiktok.com/@jd_justice/video/7093573852860632321"
"7088738862087867694","kinga.deonna","Deonna Ford","false","original sound","#johnnydepp #amberheard #deppheard #depptrial #johnnydeppcourt #johnnydepptrial #depp #takeaNAIRbreak #MoveWithTommy #depptok #johnnydeppisinnocent #johnnydeppcourtcase","false","johnnydepp","102200","52","19100","922","266","374400","738","https://www.tiktok.com/@kinga.deonna/video/7088738862087867694"
"7098750103803989249","jd_justice","JD_justice","false","original sound","THE REACTIONS KILL ME #justiceforjohnny #amberturd #johnnydepp #deppheard #deppvheard #defamationtrial #justicefordepp #johnnydepptrial #justiceforjohnnydepp #amberheardjohnnydepp #johnnydeppisinnocent #amberheard #mentoo #wtf #day17","false","justiceforjohnny","17500000","127","18700","173","128","268400","656","https://www.tiktok.com/@jd_justice/video/7098750103803989249"
"7102444367285161222","sammyg8631","Sammy G 🌟","false","Oh No (Instrumental)","#johnnydepp #deppheard #justiceforjohnnydepp #crazy #narcissist  #captainjacksparrow #duet #xyzbca #fypシ #deppvheard #camillevasquez #fyp #jasonmamoa   #katemoss #lier #HolidayModeActivated","false","johnnydepp","3200000","1016","16900","1022","263","523400","632","https://www.tiktok.com/@sammyg8631/video/7102444367285161222"
"7113920022401060097","standup4victims","DARVO ❌","false","Little Do You Know","“you weren’t around for us and that changed when Amber came into your life” - Lily-Rose Depp. Day 2 of the UK proceedings. #lilyrose #lilyrosedepp #johnnydepp #amberheard #vanessaparadis #eltonjohn #fyp #foryou #viral #trending #deppheard","false","lilyrose","1400000","96","17000","261","120","437300","3000","https://www.tiktok.com/@standup4victims/video/7113920022401060097"
"7096556147234082091","susanmorrisontiktok","SusanmorrisOnTikTok","false","original sound","#AmberAlert #NewMeaning #JusticeForJohnny #LittleJohnny #Jokes #SuzenGotJokes #ForYou #JohnnyAndMe #LaughWithMe #DeppHeard #CanHeHaveYourVote #RunningForPresident #MotherMary 🤣","false","amberalert","74100000","2933","16600","60","199","116100","312","https://www.tiktok.com/@susanmorrisontiktok/video/7096556147234082091"
"7097618799762902274","jd_justice","JD_justice","false","original sound","“OH I WISH YOU COULD” IM DEAD IM CRYING #johnnydepp #justiceforjohnny #amberturd #deppheard #deppvheard #defamationtrial #johnnydepptrial #justicefordepp #fone #icant #amberheard #amberheardjohnnydepp","false","johnnydepp","17500000","127","13800","2603","471","175700","887","https://www.tiktok.com/@jd_justice/video/7097618799762902274"
"7091872016189459714","jd_justice","JD_justice","false","original sound","Glad to see a laugh #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #court #mrrottenborn #captainjacksparrow #hahaha #fyp #defamationtrial #johnnydepp #johnnydepptrial","false","justiceforjohnnydepp","17500000","127","13400","258","69","146100","628","https://www.tiktok.com/@jd_justice/video/7091872016189459714"
"7098822937410555178","davidjay.v","DavidJay","false","Violin","#greenscreen only one man put a stop to this pure EVIL 👿 #FYP #deppheard #johnnydepp #amberheard","false","greenscreen","21000000","288","13300","543","101","79900","600","https://www.tiktok.com/@davidjay.v/video/7098822937410555178"
"7263141374629858592","captainjohnnyvdepp","𝐿𝑒𝑜𝑛𝑖𝑒🦢","false","original sound","Im gonna kill the quality. But the text speaks facts🫣 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #captainjacksparrow #piratesofthecaribbean ","false","johnnydepp","1500000","242","12500","820","115","68800","2757","https://www.tiktok.com/@captainjohnnyvdepp/video/7263141374629858592"
"7101720837430004998","kurier.at","KURIER","true","Originalton","Im Prozess zwischen Johnny Depp und Amber Heard kam nun auch Kate Moss zu Wort. Sie war in den 1990er Jahren mit dem Schauspieler liiert. #katemoss #moss #deppvheard #deppheard","false","katemoss","2200000","758","12200","170","184","341000","327","https://www.tiktok.com/@kurier.at/video/7101720837430004998"
"7102063298102742273","jd_justice","JD_justice","false","original sound","She’s gonna tell more lies let’s go #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #deppvheard #amberheardjohnnydepp #johnnydeppisinnocent #amberheard #deppvheard #mentoo #deppheard","false","justiceforjohnny","17500000","127","11800","16","126","435300","167","https://www.tiktok.com/@jd_justice/video/7102063298102742273"
"7099422296560930091","zarnagarg","Zarnagarg","true","original sound","Do you say I love you? My episode The Downside w @Gianmarco Soresi #iloveyou #indiantiktok #momlifebelike #immigrantparents #zarnagarg #gianmarcosoresi #amberheard #deppheard","false","iloveyou","17900000","1129","11700","350","255","90900","262","https://www.tiktok.com/@zarnagarg/video/7099422296560930091"
"7102183443588484378","thedirens.journalling","✨","false","original sound - ✨","Not her saying Kate Moss needed the fame💁🏼‍♀️ #justiceforjohnnydepp #deppvheard #johnnydepp #amberturd #justiceforjohnny #johnnydepptrial #camillevasquez #deppheard #justicefordepp #johnnydeppamberheard #katemoss #katemoss90s #benchew #camillevasquez #supportjohnnydepp #johnnydeppedit #fyp #foryou #fypシ #fairfaxcounty #court","false","justiceforjohnnydepp","22200000","140","11700","49","34","162100","321","https://www.tiktok.com/@thedirens.journalling/video/7102183443588484378"
"7099605050565119278","kaitlyns.version","Kaitlyns.Version","false","original sound","Ladies and Gentleman - your Dream Team. 😇 #depp #deppheard #johnnydepp","false","depp","347800","367","228100","691","872","2900000","2226","https://www.tiktok.com/@kaitlyns.version/video/7099605050565119278"
"7105802130497244421","c5n","c5n","true","sonido original","""Estoy en shock"" fue la respuesta de #JohnnyDepp cuando sus fans lo felicitaron por el juicio I #c5n #amberheard #depp #deppheard #news","false","johnnydepp","129900000","4432","10700","35","63","136700","148","https://www.tiktok.com/@c5n/video/7105802130497244421"
"7100305799486000426","_just_jena","Jena","false","original sound","Reply to @__claire__marie Y'all! No way. #johnnydepptrial #amberheard #deppheard #justiceforjohnnydepp #johnnydepp #deppvheard #audio #aquaman #johnnydeppvsamberheard","false","johnnydepptrial","493000","139","9879","149","515","324000","250","https://www.tiktok.com/@_just_jena/video/7100305799486000426"
"7092801995706322177","jd_justice","JD_justice","false","original sound","The dance when he gets out of the car #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #court #captainjacksparrow #hahaha #fyp #johnnydepptrial #johnnydepp #mrrottenborn #defamationtrial","false","justiceforjohnnydepp","17500000","127","9843","112","62","128700","249","https://www.tiktok.com/@jd_justice/video/7092801995706322177"
"7095013728910920965","miassedit","mia x","false","original sound","Guilty. #glenlantz #madhatter #johnnydepp #editor #justiceforjohnnydepp #amberheard #fyp #piratesofthecaribbean #fypシ #crybaby #mxiavsp #queencheryl #satire #southpark #disney #disneyplus #johnnydepptiktok #depphead #dollhouse #melaniemartinez #itsjustacigarretteanditcannotbethatbad #court #deppheard #deppheardtrial #trial #courttrail","false","glenlantz","1100000","66","9644","35","57","55600","838","https://www.tiktok.com/@miassedit/video/7095013728910920965"
"7102485510760844549","itvnews","itvnews","true","original sound","Closing arguments have been made in the Johnny Depp v Amber Heard trial #itvnews #johnnydepp #amberheard #deppvheard #deppheard #usa #america","false","itvnews","196900000","3342","8869","117","488","257700","145","https://www.tiktok.com/@itvnews/video/7102485510760844549"
"7098469177152802094","kaitlyns.version","Kaitlyns.Version","false","original sound","I cannot 🤣🤣🤣🤣 #depp #deppheard #johnny #johnnydepp","false","depp","347800","367","8678","82","118","196800","134","https://www.tiktok.com/@kaitlyns.version/video/7098469177152802094"
"7101699335179472130","jd_justice","JD_justice","false","original sound","Fits amber to a tea #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #amberheard #drcurry #deppvheard #elainebredehoft #deppheard #johnnydeppisinnocent #amberheardjohnnydepp #mentoo","false","justiceforjohnny","17500000","127","8598","50","44","194900","219","https://www.tiktok.com/@jd_justice/video/7101699335179472130"
"7101710912486198530","jd_justice","JD_justice","false","original sound","The fact that she was flinching at the sight of him and now she does this #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydepptrial #amberheard #amberheardjohnnydepp #deppvheard #mentoo #elainebredehoft #deppheard","false","justiceforjohnny","17500000","127","8537","110","204","228200","235","https://www.tiktok.com/@jd_justice/video/7101710912486198530"
"7094329101917490478","caseylytle","Casey - Psyc & Soc Instructor","false","original sound","#greenscreen #psychology #deppheard #reputationmanagement #amberheard #johnnydepp","false","greenscreen","6600000","1125","8514","392","340","74100","52","https://www.tiktok.com/@caseylytle/video/7094329101917490478"
"7092053569347669254","shiroi.love","ShiroiLove...","false","original sound","Voi siete team Amber o team Johnny ?  #deppheardtrial #deppheard","false","deppheardtrial","1300000","2090","8463","37","68","34200","198","https://www.tiktok.com/@shiroi.love/video/7092053569347669254"
"7099541730785037611","_just_jena","Jena","false","Heroes","WHAT was this face about?? #justiceforjohnnydepp ##johnnydepp #deppvsturd #deppheard #johnnydeppvsamberheard","false","justiceforjohnnydepp","493000","139","8448","374","335","100800","142","https://www.tiktok.com/@_just_jena/video/7099541730785037611"
"7098631893532380418","jd_justice","JD_justice","false","original sound","mountains of evidence she says  #justiceforjohnny #amberturd #johnnydepp #deppheard #deppvheard #defamationtrial #justicefordepp #johnnydepptrial #justiceforjohnnydepp #amberheardjohnnydepp #johnnydeppisinnocent #mentoo","false","justiceforjohnny","17500000","127","8273","112","161","161300","253","https://www.tiktok.com/@jd_justice/video/7098631893532380418"
"7101697669617274113","jd_justice","JD_justice","false","original sound","The fact her scores were that high on an atypical test is alarming to me #justiceforjohnny #johnnydepp #amberturd #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydeppisinnocent #johnnydepptrial #amberheard #defamationtrial #deppvheard  #deppheard #drcurry","false","justiceforjohnny","17500000","127","7873","48","20","167200","165","https://www.tiktok.com/@jd_justice/video/7101697669617274113"
"7099892185356635435","kaitlyns.version","Kaitlyns.Version","false","original sound","Reply to @positivelyme208  yes! One of my fav parts too!! #depp #deppheard #johnnydepp #amberheard","false","depp","347800","367","7618","53","98","85800","69","https://www.tiktok.com/@kaitlyns.version/video/7099892185356635435"
"7093563083959848194","jd_justice","JD_justice","false","original sound","Absolute goat #justiceforjohnnydepp #justicefordepp #justiceforjohnny #amberheard #amberturd #johnnydeppisinnocent #amberheardjohnnydepp #deppheard #court #captainjacksparrow #johnnydepp #johnnydepptrial #defamationtrial","false","justiceforjohnnydepp","17500000","127","7372","56","63","103700","187","https://www.tiktok.com/@jd_justice/video/7093563083959848194"
"7098762963225447682","jd_justice","JD_justice","false","original sound","Did he beat her up or did he leave the room im confused? #justiceforjohnny #amberturd #johnnydepp #deppheard #deppvheard #defamationtrial #justicefordepp #justiceforjohnnydepp #johnnydeppisinnocent #amberheard #mentoo #amberheardjohnnydepp #johnnydepptrial","false","justiceforjohnny","17500000","127","6810","37","52","177700","149","https://www.tiktok.com/@jd_justice/video/7098762963225447682"
"7099802107305315586","vgttv","VGT TV - Giải Trí","true","nhạc nền - VGT TV - Giải Trí","Johnny Depp được bố mẹ Amber Heard và loạt sao nổi tiếng lên tiếng ủng hộ, bênh vực #johnnydepp #amberheard #deppheard #vgttv","false","johnnydepp","72000000","3154","6440","14","40","134400","83","https://www.tiktok.com/@vgttv/video/7099802107305315586"
